variant,Q1,Q2,L1,L2,L3,T,N,M,trials,arrival_dist,n_completed,throughput,turnaround_mean,waiting_mean,response_mean,turnaround_p95,waiting_p95,makespan,context_switches
A,2,16,20,30,50,0,500,100.0,100,uniform,500.0,0.001979054402382489,168934.0009447436,168428.3765447436,2405.5501447435977,251571.60417109533,250634.832504066,252812.41298856243,6708.44
A,2,8,20,30,50,0,500,100.0,100,uniform,500.0,0.001979054402382489,169620.0972047436,169114.47280474362,2409.3281447435975,251594.80857163857,250658.0547260223,252812.41298856243,6590.07
A,2,16,40,30,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,169694.4171047436,169188.7927047436,1167.6901447435976,251845.8367484426,250903.84968667914,252812.41298856243,9864.05
A,2,8,20,50,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,170042.9842447436,169537.35984474362,2409.3281447435975,251866.01278478027,250919.03581008196,252812.41298856243,9819.81
A,2,8,40,30,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,169967.42470474358,169461.8003047436,1169.3281447435975,251865.49352766256,250919.5120479608,252812.41298856243,9873.75
A,2,16,20,50,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,169951.1438247436,169445.51942474357,2409.3281447435975,251839.41356260885,250897.09691819747,252812.41298856243,9759.78
A,2,32,20,30,50,0,500,100.0,100,uniform,500.0,0.001979054402382489,169997.2696047436,169491.6452047436,1184.3281447435975,251881.6071269737,250938.1082532605,252812.41298856243,9375.89
A,2,32,20,50,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,169662.09738474357,169156.4729847436,2406.7917447435975,251805.6749587892,250861.63561140854,252812.41298856243,9530.04
A,2,32,40,30,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,170023.6495047436,169518.0251047436,809.3281447435974,251887.32517938744,250935.80109384566,252812.41298856243,9376.22
A,6,8,20,30,50,0,500,100.0,100,uniform,500.0,0.001979054402382489,169631.1294247436,169125.50502474362,5804.000804743597,251618.73923271158,250690.21342678825,252812.41298856243,6561.73
A,2,48,20,50,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,169543.81572474362,169038.1913247436,2405.7295447435977,251769.25255020632,250828.96626946202,252812.41298856243,9520.45
A,2,48,20,30,50,0,500,100.0,100,uniform,500.0,0.001979054402382489,169997.2696047436,169491.6452047436,1184.3281447435975,251881.6071269737,250938.1082532605,252812.41298856243,9375.89
A,2,48,40,30,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,170023.6495047436,169518.0251047436,809.3281447435974,251887.32517938744,250935.80109384566,252812.41298856243,9376.22
A,6,8,20,50,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,170000.59328474358,169494.9688847436,4561.083484743597,251877.06671040773,250930.51218460526,252812.41298856243,9827.81
A,6,16,20,30,50,0,500,100.0,100,uniform,500.0,0.001979054402382489,168850.87710474362,168345.2527047436,6175.834944743598,251506.25306104164,250575.98328827842,252812.41298856243,6824.26
A,6,8,40,30,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,169975.4677447436,169469.8433447436,3498.3943447435972,251897.52904075675,250951.13710561066,252812.41298856243,9876.15
A,2,16,40,50,10,0,500,100.0,100,uniform,500.0,0.001979054402382489,170147.9155047436,169642.2911047436,1169.3281447435975,252068.52535954886,251121.26158096522,252812.41298856243,25956.76
A,2,8,40,50,10,0,500,100.0,100,uniform,500.0,0.001979054402382489,170184.5543647436,169678.92996474358,1169.3281447435975,252095.32357386444,251146.66527600866,252812.41298856243,26296.46
A,6,16,20,50,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,169960.18698474357,169454.5625847436,6039.998484743597,251876.27376226065,250932.26903175365,252812.41298856243,9692.53
A,6,16,40,30,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,169693.4183847436,169187.7939847436,3496.6450047435974,251810.8118496593,250866.0155467423,252812.41298856243,9867.55
A,2,32,40,50,10,0,500,100.0,100,uniform,500.0,0.001979054402382489,170048.66170474357,169543.0373047436,1168.6725447435974,252015.46969422494,251068.69349229764,252812.41298856243,24667.5
A,6,32,20,30,50,0,500,100.0,100,uniform,500.0,0.001979054402382489,169984.7953047436,169479.1709047436,3072.9837847435974,251884.84778885831,250939.33727539127,252812.41298856243,9464.6
A,2,48,40,50,10,0,500,100.0,100,uniform,500.0,0.001979054402382489,170039.5166047436,169533.89220474358,1168.3089447435973,252072.33245071542,251122.62984023697,252812.41298856243,24613.08
A,6,32,20,50,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,169641.5681647436,169135.94376474357,6177.239784743597,251786.03223369774,250845.9051838238,252812.41298856243,9618.24
A,6,32,40,30,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,170057.3395647436,169551.7151647436,2439.3541447435973,251893.54079899646,250944.93686122049,252812.41298856243,9381.63
A,6,48,20,50,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,169598.2675647436,169092.64316474358,6175.700664743597,251787.9402578242,250847.21363632265,252812.41298856243,9606.6
A,6,48,20,30,50,0,500,100.0,100,uniform,500.0,0.001979054402382489,169984.7953047436,169479.1709047436,3072.9837847435974,251884.84778885831,250939.33727539127,252812.41298856243,9464.6
A,10,8,20,30,50,0,500,100.0,100,uniform,500.0,0.001979054402382489,169356.5554447436,168850.93104474357,10652.770864743597,251555.54150317222,250622.42837247302,252812.41298856243,6360.67
A,6,48,40,30,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,170057.3395647436,169551.7151647436,2439.3541447435973,251893.54079899646,250944.93686122049,252812.41298856243,9381.63
